claim_id,qkey,value,unit,category,file,line,quoted_context
L-381,bench_skewed_rows_rows_peak_vram_mb,GPU0=416; GPU1=416,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,11,"skew-rows#r0: ""peak_vram_mb"": {""0"": 416, ""1"": 416}"
L-382,bench_skewed_rows_rows_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,11,"skew-rows#r0: ""throttle_reasons"": []"
L-383,bench_skewed_rows_exact_n_itemsets,10350,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,11,"skew-rows#r0: ""motifs_ok"": true, ""n_itemsets"": 10350"
L-384,bench_skewed_rows_exact_sum_counts,346834073,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,11,"skew-rows#r0: ""sum_counts"": 346834073"
L-385,bench_skewed_rows_exact_itemset_hash,75262446a1c2b29bbc15e6d36afe23300984e6d46f8483511f055f1a510c2405,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,11,"skew-rows#r0: ""itemset_hash"": ""75262446a1c2b29b…"""
L-386,bench_skewed_rows_rows_levels,K1 cand=118 freq=118; K2 cand=0 freq=717; K3 cand=0 freq=1928; K4 cand=0 freq=2932; K5 cand=0 freq=2683; K6 cand=0 freq=1458; K7 cand=0 freq=443; K8 cand=0 freq=67; K9 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,11,"skew-rows#r0: ""levels"": [{""k"": 1, ""n_candidates"": 118, ""n_frequent"": 118 …"
L-387,bench_skewed_rows_rows_level_ms,K1=25.7; K2=48.0; K3=6.1; K4=14.7; K5=32.7; K6=41.6; K7=20.8; K8=5.9; K9=2.1,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,11,"skew-rows#r0: per-level ""ms"" values (rounded to 0.1)"
L-388,bench_skewed_rows_nnz_params,"preset=skewed_rows; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'ET_MINER_ROW_BALANCE': 'nnz'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,12,"""id"": ""skew-nnz#r0"", ""preset"": ""skewed_rows"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/skew-nnz_r0.result.json"""
L-389,bench_skewed_rows_nnz_wall_s,1.488,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,12,"skew-nnz#r0: ""status"": ""ok"", ""wall_s"": 1.488"
L-390,bench_skewed_rows_nnz_peak_vram_mb,GPU0=414; GPU1=418,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,12,"skew-nnz#r0: ""peak_vram_mb"": {""0"": 414, ""1"": 418}"
L-391,bench_skewed_rows_nnz_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,12,"skew-nnz#r0: ""throttle_reasons"": []"
L-392,bench_skewed_rows_exact_n_itemsets,10350,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,12,"skew-nnz#r0: ""motifs_ok"": true, ""n_itemsets"": 10350"
L-393,bench_skewed_rows_exact_sum_counts,346834073,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,12,"skew-nnz#r0: ""sum_counts"": 346834073"
L-394,bench_skewed_rows_exact_itemset_hash,75262446a1c2b29bbc15e6d36afe23300984e6d46f8483511f055f1a510c2405,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,12,"skew-nnz#r0: ""itemset_hash"": ""75262446a1c2b29b…"""
L-395,bench_skewed_rows_nnz_levels,K1 cand=118 freq=118; K2 cand=0 freq=717; K3 cand=0 freq=1928; K4 cand=0 freq=2932; K5 cand=0 freq=2683; K6 cand=0 freq=1458; K7 cand=0 freq=443; K8 cand=0 freq=67; K9 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,12,"skew-nnz#r0: ""levels"": [{""k"": 1, ""n_candidates"": 118, ""n_frequent"": 118 …"
L-396,bench_skewed_rows_nnz_level_ms,K1=26.6; K2=48.2; K3=6.2; K4=16.0; K5=33.7; K6=40.6; K7=22.8; K8=5.5; K9=2.1,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,12,"skew-nnz#r0: per-level ""ms"" values (rounded to 0.1)"
L-397,bench_skewed_rows_rows_params,"preset=skewed_rows; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'ET_MINER_ROW_BALANCE': 'rows'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,13,"""id"": ""skew-rows#r1"", ""preset"": ""skewed_rows"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/skew-rows_r1.result.json"""
L-398,bench_skewed_rows_rows_wall_s,1.441,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,13,"skew-rows#r1: ""status"": ""ok"", ""wall_s"": 1.441"
L-399,bench_skewed_rows_rows_peak_vram_mb,GPU0=416; GPU1=416,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,13,"skew-rows#r1: ""peak_vram_mb"": {""0"": 416, ""1"": 416}"
L-400,bench_skewed_rows_rows_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,13,"skew-rows#r1: ""throttle_reasons"": []"
L-401,bench_skewed_rows_exact_n_itemsets,10350,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,13,"skew-rows#r1: ""motifs_ok"": true, ""n_itemsets"": 10350"
L-402,bench_skewed_rows_exact_sum_counts,346834073,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,13,"skew-rows#r1: ""sum_counts"": 346834073"
L-403,bench_skewed_rows_exact_itemset_hash,75262446a1c2b29bbc15e6d36afe23300984e6d46f8483511f055f1a510c2405,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,13,"skew-rows#r1: ""itemset_hash"": ""75262446a1c2b29b…"""
L-404,bench_skewed_rows_rows_levels,K1 cand=118 freq=118; K2 cand=0 freq=717; K3 cand=0 freq=1928; K4 cand=0 freq=2932; K5 cand=0 freq=2683; K6 cand=0 freq=1458; K7 cand=0 freq=443; K8 cand=0 freq=67; K9 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,13,"skew-rows#r1: ""levels"": [{""k"": 1, ""n_candidates"": 118, ""n_frequent"": 118 …"
L-405,bench_skewed_rows_rows_level_ms,K1=26.4; K2=49.0; K3=6.7; K4=15.4; K5=32.7; K6=38.5; K7=23.9; K8=5.1; K9=2.1,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,13,"skew-rows#r1: per-level ""ms"" values (rounded to 0.1)"
L-406,bench_skewed_rows_nnz_params,"preset=skewed_rows; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'ET_MINER_ROW_BALANCE': 'nnz'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,14,"""id"": ""skew-nnz#r1"", ""preset"": ""skewed_rows"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/skew-nnz_r1.result.json"""
L-407,bench_skewed_rows_nnz_wall_s,1.517,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,14,"skew-nnz#r1: ""status"": ""ok"", ""wall_s"": 1.517"
L-408,bench_skewed_rows_nnz_peak_vram_mb,GPU0=414; GPU1=418,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,14,"skew-nnz#r1: ""peak_vram_mb"": {""0"": 414, ""1"": 418}"
L-409,bench_skewed_rows_nnz_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,14,"skew-nnz#r1: ""throttle_reasons"": []"
L-410,bench_skewed_rows_exact_n_itemsets,10350,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,14,"skew-nnz#r1: ""motifs_ok"": true, ""n_itemsets"": 10350"
L-411,bench_skewed_rows_exact_sum_counts,346834073,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,14,"skew-nnz#r1: ""sum_counts"": 346834073"
L-412,bench_skewed_rows_exact_itemset_hash,75262446a1c2b29bbc15e6d36afe23300984e6d46f8483511f055f1a510c2405,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,14,"skew-nnz#r1: ""itemset_hash"": ""75262446a1c2b29b…"""
L-413,bench_skewed_rows_nnz_levels,K1 cand=118 freq=118; K2 cand=0 freq=717; K3 cand=0 freq=1928; K4 cand=0 freq=2932; K5 cand=0 freq=2683; K6 cand=0 freq=1458; K7 cand=0 freq=443; K8 cand=0 freq=67; K9 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,14,"skew-nnz#r1: ""levels"": [{""k"": 1, ""n_candidates"": 118, ""n_frequent"": 118 …"
L-414,bench_skewed_rows_nnz_level_ms,K1=25.7; K2=46.6; K3=6.6; K4=16.5; K5=34.0; K6=39.9; K7=21.9; K8=5.0; K9=2.0,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,14,"skew-nnz#r1: per-level ""ms"" values (rounded to 0.1)"
L-415,bench_stress_k2_legacy_2g_params,preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'legacy'}; n_gpus=2; sparse_from_k=None; max_length=3; min_support=None; two_phase=False; timeout_s=3600,params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,15,"""id"": ""stressk2-legacy-2g#r0"", ""preset"": ""stress_k2"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/stressk2-legacy-2g_r0.result.json"""
L-416,bench_stress_k2_legacy_2g_wall_s,1996.726,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,15,"stressk2-legacy-2g#r0: ""status"": ""ok"", ""wall_s"": 1996.726"
L-417,bench_stress_k2_legacy_2g_peak_vram_mb,GPU0=16576; GPU1=16576,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,15,"stressk2-legacy-2g#r0: ""peak_vram_mb"": {""0"": 16576, ""1"": 16576}"
L-418,bench_stress_k2_legacy_2g_throttle_flags,"0x0000000000000001, 0x0000000000000004, 0x0000000000000020, 0x0000000000000024",nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,15,"stressk2-legacy-2g#r0: ""throttle_reasons"": [""0x0000000000000001"", ""0x0000000000000004"", ""0x0000000000000020"", ""0x0000000000000024""]"
L-419,bench_stress_k2_ml3_n_itemsets,3005770,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,15,"stressk2-legacy-2g#r0: ""motifs_ok"": true, ""n_itemsets"": 3005770"
L-420,bench_stress_k2_ml3_sum_counts,314350393,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,15,"stressk2-legacy-2g#r0: ""sum_counts"": 314350393"
L-421,bench_stress_k2_ml3_itemset_hash,a6d53e9a5e1b44a78dc01b5d23a8ebfdd0e800c0c716bef8a476f0ba0540fe2a,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,15,"stressk2-legacy-2g#r0: ""itemset_hash"": ""a6d53e9a5e1b44a7…"""
L-422,bench_stress_k2_legacy_2g_levels,K1 cand=35000 freq=35000; K2 cand=0 freq=1660332; K3 cand=0 freq=1310438,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,15,"stressk2-legacy-2g#r0: ""levels"": [{""k"": 1, ""n_candidates"": 35000, ""n_frequent"": 35000 …"
L-423,bench_stress_k2_legacy_2g_level_ms,K1=42.5; K2=86439.6; K3=1906847.2,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,15,"stressk2-legacy-2g#r0: per-level ""ms"" values (rounded to 0.1)"
L-424,bench_stress_k2_shared_1g_params,"preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'shared', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=3; min_support=None; two_phase=False; timeout_s=3600",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,16,"""id"": ""stressk2-shared-1g#r0"", ""preset"": ""stress_k2"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/stressk2-shared-1g_r0.result.json"""
L-425,bench_stress_k2_shared_1g_wall_s,255.303,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,16,"stressk2-shared-1g#r0: ""status"": ""ok"", ""wall_s"": 255.303"
L-426,bench_stress_k2_shared_1g_peak_vram_mb,GPU0=17340; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,16,"stressk2-shared-1g#r0: ""peak_vram_mb"": {""0"": 17340, ""1"": 4}"
L-427,bench_stress_k2_shared_1g_throttle_flags,"0x0000000000000001, 0x0000000000000004, 0x0000000000000020, 0x0000000000000024",nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,16,"stressk2-shared-1g#r0: ""throttle_reasons"": [""0x0000000000000001"", ""0x0000000000000004"", ""0x0000000000000020"", ""0x0000000000000024""]"
L-428,bench_stress_k2_ml3_n_itemsets,3005770,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,16,"stressk2-shared-1g#r0: ""motifs_ok"": true, ""n_itemsets"": 3005770"
L-429,bench_stress_k2_ml3_sum_counts,314350393,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,16,"stressk2-shared-1g#r0: ""sum_counts"": 314350393"
L-430,bench_stress_k2_ml3_itemset_hash,a6d53e9a5e1b44a78dc01b5d23a8ebfdd0e800c0c716bef8a476f0ba0540fe2a,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,16,"stressk2-shared-1g#r0: ""itemset_hash"": ""a6d53e9a5e1b44a7…"""
L-431,bench_stress_k2_shared_1g_levels,K1 cand=35000 freq=35000; K2 cand=612482500 freq=1660332; K3 cand=1310438 freq=1310438,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,16,"stressk2-shared-1g#r0: ""levels"": [{""k"": 1, ""n_candidates"": 35000, ""n_frequent"": 35000 …"
L-432,bench_stress_k2_shared_1g_level_ms,K1=73.3; K2=18561.1; K3=220167.6,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,16,"stressk2-shared-1g#r0: per-level ""ms"" values (rounded to 0.1)"
L-433,bench_deep_k_shared_1g_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'shared', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,17,"""id"": ""deepk-shared-1g#r0"", ""preset"": ""deep_k"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/deepk-shared-1g_r0.result.json"""
L-434,bench_deep_k_shared_1g_wall_s,0.627,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,17,"deepk-shared-1g#r0: ""status"": ""ok"", ""wall_s"": 0.627"
L-435,bench_deep_k_shared_1g_peak_vram_mb,GPU0=352; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,17,"deepk-shared-1g#r0: ""peak_vram_mb"": {""0"": 352, ""1"": 4}"
L-436,bench_deep_k_shared_1g_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,17,"deepk-shared-1g#r0: ""throttle_reasons"": [""0x0000000000000001""]"
L-437,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,17,"deepk-shared-1g#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-438,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,17,"deepk-shared-1g#r0: ""sum_counts"": 266261275"
L-439,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,17,"deepk-shared-1g#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-440,bench_deep_k_shared_1g_levels,K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,17,"deepk-shared-1g#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-441,bench_deep_k_shared_1g_level_ms,K1=11.4; K2=6.3; K3=5.3; K4=7.6; K5=11.2; K6=15.0; K7=13.2; K8=9.2; K9=4.7; K10=3.1; K11=2.9,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,17,"deepk-shared-1g#r0: per-level ""ms"" values (rounded to 0.1)"
L-442,bench_stress_k2_shared_2g_params,preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'shared'}; n_gpus=2; sparse_from_k=None; max_length=3; min_support=None; two_phase=False; timeout_s=3600,params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,18,"""id"": ""stressk2-shared-2g#r0"", ""preset"": ""stress_k2"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/stressk2-shared-2g_r0.result.json"""
L-443,bench_stress_k2_shared_2g_wall_s,122.814,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,18,"stressk2-shared-2g#r0: ""status"": ""ok"", ""wall_s"": 122.814"
L-444,bench_stress_k2_shared_2g_peak_vram_mb,GPU0=16576; GPU1=16576,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,18,"stressk2-shared-2g#r0: ""peak_vram_mb"": {""0"": 16576, ""1"": 16576}"
L-445,bench_stress_k2_shared_2g_throttle_flags,"0x0000000000000001, 0x0000000000000004",nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,18,"stressk2-shared-2g#r0: ""throttle_reasons"": [""0x0000000000000001"", ""0x0000000000000004""]"
L-446,bench_stress_k2_ml3_n_itemsets,3005770,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,18,"stressk2-shared-2g#r0: ""motifs_ok"": true, ""n_itemsets"": 3005770"
L-447,bench_stress_k2_ml3_sum_counts,314350393,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,18,"stressk2-shared-2g#r0: ""sum_counts"": 314350393"
L-448,bench_stress_k2_ml3_itemset_hash,a6d53e9a5e1b44a78dc01b5d23a8ebfdd0e800c0c716bef8a476f0ba0540fe2a,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,18,"stressk2-shared-2g#r0: ""itemset_hash"": ""a6d53e9a5e1b44a7…"""
L-449,bench_stress_k2_shared_2g_levels,K1 cand=35000 freq=35000; K2 cand=0 freq=1660332; K3 cand=0 freq=1310438,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,18,"stressk2-shared-2g#r0: ""levels"": [{""k"": 1, ""n_candidates"": 35000, ""n_frequent"": 35000 …"
L-450,bench_stress_k2_shared_2g_level_ms,K1=45.2; K2=7215.2; K3=111994.4,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,18,"stressk2-shared-2g#r0: per-level ""ms"" values (rounded to 0.1)"
L-451,bench_deep_k_legacy_2g_params,preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800,params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,19,"""id"": ""deepk-legacy-2g#r0"", ""preset"": ""deep_k"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/deepk-legacy-2g_r0.result.json"""
L-452,bench_deep_k_legacy_2g_wall_s,1.322,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,19,"deepk-legacy-2g#r0: ""status"": ""ok"", ""wall_s"": 1.322"
L-453,bench_deep_k_legacy_2g_peak_vram_mb,GPU0=414; GPU1=416,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,19,"deepk-legacy-2g#r0: ""peak_vram_mb"": {""0"": 414, ""1"": 416}"
L-454,bench_deep_k_legacy_2g_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,19,"deepk-legacy-2g#r0: ""throttle_reasons"": []"
L-455,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,19,"deepk-legacy-2g#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-456,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,19,"deepk-legacy-2g#r0: ""sum_counts"": 266261275"
L-457,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,19,"deepk-legacy-2g#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-458,bench_deep_k_legacy_2g_levels,K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,19,"deepk-legacy-2g#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-459,bench_deep_k_legacy_2g_level_ms,K1=26.0; K2=44.2; K3=6.0; K4=5.5; K5=4.2; K6=2.6; K7=2.4; K8=2.2; K9=2.2; K10=2.0; K11=2.0,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,19,"deepk-legacy-2g#r0: per-level ""ms"" values (rounded to 0.1)"
L-460,bench_deep_k_shared_2g_params,preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'shared'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800,params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,20,"""id"": ""deepk-shared-2g#r0"", ""preset"": ""deep_k"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/deepk-shared-2g_r0.result.json"""
L-461,bench_deep_k_shared_2g_wall_s,1.391,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,20,"deepk-shared-2g#r0: ""status"": ""ok"", ""wall_s"": 1.391"
L-462,bench_deep_k_shared_2g_peak_vram_mb,GPU0=414; GPU1=416,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,20,"deepk-shared-2g#r0: ""peak_vram_mb"": {""0"": 414, ""1"": 416}"
L-463,bench_deep_k_shared_2g_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,20,"deepk-shared-2g#r0: ""throttle_reasons"": []"
L-464,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,20,"deepk-shared-2g#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
