uniprotAccession,globalMetricValue
Q2LGT9,94.75
A0A1N6YFL1,70.5
A0A1V0N4I9,90.06
A0A285FAF4,92.56
A0A1L2JK04,94.38
A9Q6F5,81.31
Q877I6,82.81
A6VJ90,92.88
A0A1D8RA09,74.62
A0A7J3QET8,78.19
A0A023W4F7,98.5
F7PKB4,68.38
A0A510N6B4,96.69
A0A0A0V4B1,78.56
A0A1N6XRY4,95.94
A9A6Q5,94.88
F6N2J4,67.75
A0A7J3TJC7,79.0
A0A7J3X7P0,84.75
A0A7J3Z9E6,95.69
A0A7J2TC84,54.16
D3T0X6,58.91
A0A523BBT0,92.88
A0A089QDS3,69.44
A0A1N7AIX2,77.44
D2TFZ6,98.31
A0A7J3MWJ0,92.19
A0A7J3QEC7,82.81
A0A7J3Z7Q8,72.62
A0A7J3M3W8,88.25
B3TCM3,90.75
D3SQY9,96.31
A0A0H4T7X4,91.81
A0A7J3SLS8,85.81
A0A7J2U4S4,93.06
A0A7J2U3A2,95.25
D8J8L6,96.31
B3V5Z9,85.12
A0A482TUJ1,90.44
A0A520KES9,95.69
A0A2P1C859,78.19
H6UM81,72.12
A0A1I6Y2Q5,85.88
A0A1I6XVV9,96.38
A0A7J3SMR3,93.69
A0A7J3JRH6,90.69
D8J2J4,90.81
A0A1N7C6V0,93.06
F6N308,74.12
A0A1I0JUX1,70.06
A0A1I6YQ02,86.19
A0A7J3X742,96.19
A0A7J2TJC4,92.5
A0A7J3XXQ6,85.44
D3SX77,88.0
A0A088MVU6,73.25
A0A7J3I8R8,94.5
A0A7J2TAZ4,65.12
A0A0G3U5V7,73.38
A0A160VQQ3,95.25
A0A1Q2XBJ3,97.75
A0A497ERR9,79.19
D5JYV3,70.25
B5A4D4,68.06
A0A1H7FK41,96.5
Q9HHC0,32.75
D8JCB3,71.5
D3ST98,93.88
D3SVA7,74.94
F7PNT6,90.56
A0A520KET7,93.69
D8J7P6,83.69
D8J8X6,96.69
Q3BBA4,95.94
R9XVS1,71.75
A0A0A7HG89,72.5
B3TCD3,94.75
A0A410HWF9,97.31
A0A447IU18,94.0
A0A0K0MTY0,72.56
B3T7V4,92.44
A0A0G3U5J5,74.38
D8JBR9,35.19
B3T9N7,93.31
W5XR58,96.62
Q3I330,69.69
D8J2T6,91.12
B3T9D1,97.19
E2I9T7,79.94
A0A150IIE1,90.31
A0A510N6E1,87.62
D8J9B3,91.31
B3V650,87.88
B3T918,93.94
A0A2H4VTT0,98.38
A0A059VBE4,45.5
R9XW04,65.62
L0JG01,78.31
L0AJD6,92.62
A0A0D5CSF1,70.12
A0A643JXU6,95.25
L0JJ92,96.12
B0CMI0,96.94
E7DUB4,97.5
Q4LEI4,69.62
A0A643K670,84.62
A0A096ZL46,63.38
L0JKB0,70.5
A0A643K0X0,85.94
A0A643K719,94.5
A0A643JXU8,73.94
A0A315A0C2,93.0
A0A314ZR57,88.94
L0JGZ2,81.06
L0ADV3,92.44
E2IA14,81.88
A0A060CLF0,82.56
A0A060GMI1,97.81
A0A1J5U1P7,79.19
B0CMF1,96.44
A0A830FL18,95.88
A0A0M9ALG5,80.5
A0A1H6CRN2,95.88
A0A1H5URB8,73.94
A0A5Q2WVJ0,75.19
A0A0A7V4H4,94.75
A0A7J9S7A0,95.19
A0A1H6BPR1,94.31
A0A1H5T4J3,91.38
A0A7J9PN26,93.56
A0A7J9S806,79.31
A0A7J4JEP1,94.88
A0A1H5ZJ53,62.31
A0A0M9AJQ8,95.5
H9BXA0,95.5
A0A1H6CPU1,92.25
A0A0N0BPT3,95.19
H7CHY6,97.62
A0A0B5AIE6,98.5
S5ZDN9,87.81
F2YC17,69.38
A0A1H6BEH8,89.81
Q0E9R3,84.88
A0A830FUJ0,97.5
A0A0M9ALD5,87.44
T1W073,73.31
A0A1Q1NAR1,97.0
A0A1H5ZV16,78.31
E7QRF2,86.62
E7QNF1,84.44
A0A1G6TR74,72.12
A0A1D8S5E4,88.25
A0A1D9IT57,75.12
A0A7J2TLB2,93.44
A0A314ZPT4,92.5
L0JNJ2,86.06
L0ALL9,72.88
A0A7C3UDI8,78.25
A0A7C3WSQ4,93.5
A0A7C4NKY5,90.81
W5XJ82,97.12
A0A1I6XUA1,97.56
A0A7J3JNR6,80.25
A0A7J3XXI8,86.44
G0T898,94.5
E4NPJ8,86.69
A0A7C3UIU1,84.12
K4HTF2,68.94
A0A871YEF6,83.94
E7QMT4,85.94
A0A1G6S517,77.0
A0A7J3ZK13,84.19
A0A7J3KF72,79.31
A0A314ZV22,83.94
A0A2D3I2G9,98.56
A0A7C5Z0V1,80.12
A0A7C4H342,94.69
A0A7C4JL15,37.16
A0A7C2FYX5,93.56
Q3I261,76.44
G4VWZ0,76.69
E7QN24,59.47
A0A7J3Y0N3,82.0
L0AH26,94.5
E4NPQ9,94.56
A0A7C4NN66,89.94
A0A7C5YSK7,85.69
A0A7C3RED1,92.69
A0A7C3J4T8,93.5
Q3I2I3,66.56
Q5UWM9,93.62
Q5V507,90.44
A0A7C4H564,87.06
G4WKH1,97.38
E7QU88,57.34
A0A1D8S5R0,75.62
A0A7J2U1L4,84.75
A0A7J3N014,87.69
L0AHH5,90.81
A0A7C4FE93,93.0
A0A650CDI8,96.88
A0A7J3SJV1,64.19
A0A7J3JQ09,82.62
A0A7J3Z605,88.81
A0A7J2U1P1,87.25
A0A7J2TIS2,86.44
G1CTJ9,71.75
A0A7C3SKJ1,89.31
A0A7C4D352,78.31
A0A7C3M9W6,98.12
A0A7C5L710,94.31
A0A7C5Q3G4,90.88
D8J5Z0,91.88
A0A345E1V4,92.75
B0F2Q8,69.19
A0A0N8VKM7,90.94
A0A0M3R885,98.0
A0A5B9D8H4,60.34
A0A2J6N4G1,92.44
H9CBQ8,78.5
A0A371QVP8,94.12
A0A023W5G0,98.38
A0A7J9NJZ0,90.19
A0A7J3VTZ2,94.62
A0A7J4JYZ5,83.62
A0A7J4JHC3,91.06
A0A2S1TQ06,74.06
W8RW54,80.69
F6KVB0,77.81
A0A1B1T9U1,93.81
A0A345EH70,80.19
A0A371QU25,94.44
W8Q2E6,62.62
A0A0H4TPN4,81.38
A6VG94,93.62
D6PAZ9,96.0
A0A345E4J6,85.56
A0A1H7M392,82.12
B0F2X5,68.81
A0A7C4BB77,73.94
A0A7C1GBK4,82.25
A0A7C4DAJ5,94.94
A0A7C2BK44,95.12
A0A0F2LKJ9,94.69
I3R302,87.62
A0A7G9ZCF8,73.75
Q6L155,94.69
A0A1J5U0Y2,96.12
A0A7C1E225,80.25
A0A7C4HEB8,94.0
A0A7C4JLF0,95.0
L7ZAP6,75.81
A0A7G9Z4M9,84.62
A0A7G9YG64,89.31
G1CV55,72.06
A0A7C2N6C0,64.75
A0A7C4HYP0,79.81
D0EH20,71.12
Q6X9G5,79.56
A0A7C4NL16,87.25
A0A7C4DZP7,96.62
A0A7G9YV32,76.0
A0A7G9YWI5,69.69
Q64A29,86.19
A6VFX1,90.88
A0A7C5YZC1,97.44
A0A7C2S7R2,90.69
B0F322,68.44
A0A7G9ZAX9,88.06
D2J1X0,69.5
A0A7C2SQM0,95.56
U3RGV7,98.06
D3SXQ2,82.75
A0A1D8S5J5,94.25
A0A7J3ZJM4,84.31
A0A7J3SM84,95.44
A0A7J2TGT9,95.81
A0A1N7BWT6,90.31
I3R6T9,89.25
B0KXV2,97.31
A0A7J3X7B1,87.88
A0A7J3SM24,93.69
A0A7J2U0U1,91.75
A0A7J2THW8,78.56
A0A0A1EA54,71.19
A0A1N7FAM2,81.69
A0A7J3SJF0,95.56
A0A7J3Y050,90.5
H6TF10,68.81
A9A7I6,84.69
A9A7R6,95.19
A0A0H4TT24,91.31
A0A0H4TMZ9,95.25
D3SR74,97.19
F7PQ36,97.25
E3UUU8,70.69
A0A7J3SMS8,88.31
A0A1N7EDQ3,83.19
A0A285FZ23,94.12
A0A1L3Q1X1,95.19
A0A1I0N257,95.19
C3UWC2,74.19
A0A482TCV9,93.5
E3VP78,92.38
A0A0M9AJJ6,85.75
A0A1D9C8Q8,98.62
A0A7J3JSV7,90.5
A0A7J3M3K3,86.62
A0A7J3XZ17,86.88
A0A1N7CK93,85.25
A0A1L3Q2V5,83.69
A0A1N7FK35,93.06
A0A5N5UCD4,92.44
H9NJU2,71.88
A0A497EXA9,93.88
A5YT26,85.38
A0A7J2TJC0,91.62
A0A1N7ANS2,95.06
A9A9M5,61.25
A0A1N5SQK0,88.62
A0A1N6YVM2,89.75
Q3I2C8,75.12
Q465M3,85.5
Q46AR7,76.69
Q46CD0,88.12
Q465H8,76.06
Q465S6,90.44
A0A7J3UZU1,86.56
A0A7J3V0K4,95.5
A0A0E3MF52,90.81
D8JAP5,51.06
D8J2U6,95.44
C1JDC4,71.0
Q468Z0,80.31
A0A7J9NNU4,95.38
A0A0A7UYN0,93.69
S6A5K4,97.62
A0A7J9NW66,89.62
A0A7J9PUJ3,95.56
A0A7J3G379,92.69
A0A0E3K0N3,91.38
B3T8N0,85.19
Q46AI9,91.88
A0A650CSU7,95.75
A9Z075,77.88
A0A161K9D8,92.38
A0A0E3MHU9,83.0
A0A170SLA9,91.81
D8J2I2,40.22
B3V5Q5,93.0
A0A650CYK9,78.62
Q5W2W4,73.06
G4WGZ5,65.06
Q6L177,96.94
Q6L012,87.0
A0A345S6M0,97.19
A0A150JM98,92.31
L0AJI4,94.12
I3RB35,91.31
A0A7G9YSD9,83.19
A0A7G9Z5X0,69.88
A0A5N5U9K1,67.25
A0A314ZZT5,84.5
Q6KZS4,91.25
L0BAP2,50.25
L0JN01,93.56
I3R9L8,48.88
T2KSP8,74.56
L0AAM2,89.94
L0JSA5,90.69
A0A7G9YTI0,92.5
A0A7G9YWJ6,92.94
L0JN92,92.38
L0AG14,80.44
A0A0Q1B400,94.0
A0A7G9YWW5,93.88
L0JI50,93.06
A0A0P0UP63,69.19
A0A0F2LSW6,95.62
A0A0B5G308,97.38
A0A5N5UAG7,93.25
A0A1S7B372,98.31
A0A150II14,33.47
A0A2S1TQ08,68.12
A9A727,74.38
A0A7C4B8V3,94.25
A0A7C1PCQ5,87.56
A0A7C1GLN2,52.34
L0AJI1,87.94
A0A023T562,98.56
A5YT40,69.56
Q9V1R7,93.88
A0A0H4T323,87.38
A0A2H4VTE3,93.75
A0A482T1I2,78.75
E4NW71,88.06
A0A7C3SN00,91.0
L0JP89,79.62
A0A2H4V9U7,87.38
A0A0M9AP64,80.62
A0A0N0U9U2,90.0
A0A0M9AKV5,84.38
A0A7C3UB83,95.06
A0A7C5XHH8,37.62
A0A7C4NLT0,85.5
A0A7C3RCS2,95.69
A0A7C2SN83,75.25
D3SX36,84.81
A0A482T5T5,90.31
A0A7C3MCC8,89.56
A0A7C4I5L7,85.12
A0A160VQY5,93.81
Q464Z9,78.81
A0A7C4NKK1,88.75
A0A160VU74,66.38
L0AKY1,85.0
A0A0N0BQ23,82.31
Q469G2,33.16
D3SSB3,83.62
A0A6M8PJ48,84.88
E4NSF0,84.69
A0A7C4JKX4,96.94
A0A7C5U462,95.81
A0A7C3IS92,87.81
L0JIV5,78.56
A0A482T4P9,93.31
A0A650CJB8,92.5
D3SXI3,52.31
A5YS54,83.81
F6N2J3,75.38
Q0QMG0,73.44
A0A0A7V598,94.56
A0A0Q1B458,86.0
A0A650DJC4,97.88
A0A482T2H7,97.12
E3VP92,83.0
A9A7G6,64.94
A0A650CEG6,93.12
A0A2S1TPS1,68.5
A0A150JLY4,81.06
Q9UXT6,88.94
A0A345D1X1,63.78
A0A150IUV6,95.44
A0A643JTP5,84.19
A7BK61,98.25
A0A371R5D9,93.69
D3SQT4,94.19
A0A497EX95,91.31
Q47978,85.81
H9CBZ4,81.25
G3EZG2,74.19
A0A643JUV0,94.69
A0A643JVK2,84.5
D3SVA3,86.44
A0A0A7V0D6,88.38
A0A650CV69,92.94
A0A7C4JK01,92.0
A0A7C1CFR5,54.53
A0A7C2FF17,95.12
A0A7C2BKV3,90.19
A0A075GZ80,91.94
A0A075HHN7,88.19
B9VS82,95.69
A7E0M2,93.62
E4NMI4,64.94
A0A7C4D2Q2,89.06
A0A7C4NNM9,61.66
A0A7C4D1R5,84.44
A0A075GHQ6,97.62
A0A650CXJ9,96.31
A0A650CTX0,84.94
A0A650CED2,78.81
A0A7C4NKJ2,97.12
A0A075GUM4,87.06
A0A075G5V5,56.88
A0A075HIJ3,91.31
Q6X9G4,79.81
A0A7C4H870,89.25
A0A7C1I5I0,84.06
A0A075HSU5,96.0
A0A075I132,96.0
A0A075IBJ7,95.12
A0A075GRM6,95.88
A0A075FWY4,90.5
A0A075I9P7,95.69
V5M2W0,69.62
I1X937,97.75
A0A643JR68,93.62
Q6L6Z7,60.72
E4NPV0,95.38
A0A7C1PM33,60.16
A0A7C4BA94,86.31
A0A7C1E4K5,84.06
A0A075GX99,89.25
A0A075GAP2,95.88
A0A075GF80,83.44
A0A075G9T7,97.06
A0A075FUJ3,91.88
A0A643JUR9,69.0
A0A7C4BBY4,93.0
A0A075GHE3,84.56
A0A075GTD5,84.12
A0A075G5I0,61.75
B1GT94,98.44
G0T6Q3,75.88
A0A7C4S5A4,91.44
A0A7C3WSC9,93.81
A0A7C1GAG2,95.12
A0A7C3MC66,96.19
A0A7C4D6T9,93.75
A0A7C5LD81,86.75
A0A075FT39,81.06
A0A075HX43,89.5
A0A286LUU7,73.5
A0A0B5FPI5,97.44
H9NMZ1,83.81
A0A1N5UGB8,82.25
A0A1N7FTV4,82.0
A0A1L3Q054,97.56
A0A2H4VD53,82.81
D5GXB3,75.38
C6GGN5,73.81
A0A285FTM1,64.69
A0A1S8ARI5,89.25
A0A0B5JDX5,67.38
A0A1B1TF54,63.81
A0A0B5FS74,97.38
H9NJU0,63.03
A0A1S7B1Y9,98.25
A0A1N7CLX2,88.25
A0A1L3Q446,73.31
A0A0B5JQ77,72.31
A0A5N5U946,96.0
A0A1L3Q3R7,97.62
A0A2H4VEX7,85.38
A0A146KVX3,70.0
A0A5Q2WVC8,68.62
A0A075H3H1,95.56
A0A075G4H1,93.75
V5LC66,69.25
L0CJS2,98.19
F7PMR8,97.69
A0A150JCN5,95.0
A0A150JAJ7,92.38
A0A150IMU8,93.19
A0A5N5UJI5,95.25
A0A075FPI6,88.81
V6AS82,85.88
L0AL80,94.38
A0A075HI48,94.94
A0A075HH37,68.88
A0A075HHR9,95.19
A0A075FWL1,97.06
A0A2H4VC44,92.19
L0JJ94,90.81
D3SWZ5,85.25
A0A075G4G9,67.62
A0A075FUD3,83.88
A0A075GVQ7,90.12
L0AIB8,85.94
A0A482Y975,68.19
A0A150JCP4,88.88
H9NM73,87.06
A0A075HJ65,83.44
A0A075HN89,83.62
A0A075GUC2,85.56
A0A075FWH1,85.56
A0A075IAP7,93.81
F1DG71,88.06
D3SRE6,94.5
A0A150ILB2,90.62
A0A075GEN0,65.25
A0A075GUM1,95.75
A0A075I555,72.69
A0A0F8K8A6,93.75
A0A075GNN0,87.56
V5LBV4,63.66
I3R0V5,90.25
L0AGD8,74.5
L0JP25,96.81
L0JTB9,81.69
L0AJC7,88.88
D0KTC7,92.25
D0KTZ2,83.19
A0A0X3BI50,85.31
A0A101GRN2,97.75
A0A558GD19,84.31
A0A1B1TEK0,82.81
L0JQA1,83.5
A0A101II74,92.62
A0A0K1SY34,90.75
A0A811TBY4,88.31
A0A0X8XHT6,97.5
A0A2H4VPN0,88.56
A0A2J6N4K4,90.06
A0A1B1TFV0,79.94
L0JSB5,83.38
Q5V4M6,82.44
Q5V1H6,96.75
Q5V6E5,88.0
L0JP43,90.38
D3GBJ5,66.62
E2GE20,71.0
D6MY13,89.0
Q5V1L9,87.88
L0JNG4,79.19
D0KU51,96.56
A0A117MD23,93.5
A0A117LFR9,46.94
Q9C4E1,98.44
L0JHC7,75.25
A0A0Q2M226,95.44
A0A7C4JKZ3,89.19
E7QQN7,84.06
A0A7C1I497,87.31
A0A7C4FGY0,95.69
A0A7C1GBI5,89.62
A0A7C2BKY6,90.12
A0A650CYH3,97.38
A0A643JRA3,57.62
A0A7C1CCW4,93.38
A0A7C2BL19,64.81
A0A7C5LBM4,90.25
A7E127,97.44
A0A7C4JIW5,87.88
A0A7C5Y9X9,87.56
D5LKB9,81.25
E7QWW0,94.81
A0A0K1YBH4,85.81
E4NVC2,34.84
A0A7C5XGT6,93.31
A0A650CWJ5,92.31
E4NRZ3,92.56
E4NWM6,48.19
A0A7C3UE99,81.31
A0A7C3YNR1,85.5
A0A7C4H631,96.0
A0A7C4NV35,87.06
A0A643JVE1,95.44
A0A650CJ92,93.69
A0A0K1SQL7,90.44
A0A7C5LAY2,85.38
B0FMY1,70.44
O59628,95.38
L0JPP9,65.5
A9A7Y0,67.0
A0A7C4NL31,91.31
A0A7C4I239,91.25
A0A650CHH0,91.31
A0A0R7K246,92.12
A0A1B1TEM2,88.0
L0JQJ6,77.38
A9A696,95.5
B0CML3,98.44
A0A7C5XNF7,62.28
A0A7C4FG85,85.62
A0A7C3RDL9,90.38
A0A7C3IT09,84.38
L0JR16,91.5
L0AL63,85.69
A0A7C3SKA9,96.31
A0A7C2ZN51,86.69
A0A7C1CG20,90.75
A0A7C4D6K0,47.38
A0A650DKC8,97.81
A0A3A6PQZ7,83.81
A0A2J6N354,96.62
L0AHU7,90.31
L0AJ10,87.88
D4P2L2,75.62
A0A7C3YPK6,93.25
A0A7C3SNA7,96.25
A0A7C3SNQ1,84.69
A0A7C1I105,81.31
A0A7C4D3B0,40.69
A0A7C5UYH2,55.03
A0A7C3RA84,73.56
A0A7C4NNM8,87.88
A0A7C3IKQ1,89.81
A0A650CK36,52.97
L0JKY6,79.56
G0T7I9,94.81
A0A7C4BAA0,91.0
A0A7C1T9V0,96.12
A0A7C1E9W1,95.0
A0A7C2NNA1,95.62
A0A7C4D7Q2,94.81
A0A7C4D6R5,97.12
A0A0C5PN41,69.81
A0A1B1TG53,96.31
A0A7C5QFF2,93.38
A0A7C3IXV5,79.31
Q9C4G3,98.56
A0A7C5TGD4,94.94
A0A7C5XGL0,94.12
A0A7C2VNC6,84.44
E5FG12,56.0
A0A7C4I2P5,74.5
C5IL80,97.88
I3R4K5,95.75
A0A7G9ZBR7,83.44
A0A7G9Z211,94.44
A0A7C4BA92,94.69
A0A7C4HAS9,87.75
A0A7C1EA15,85.38
I3RA66,88.75
I3R4L0,86.44
A0A7G9YVT9,94.25
A0A7C3IT35,78.69
A0A0E3GWD2,87.25
A0A7G9YU19,91.31
A0A7G9Z152,52.0
A0A7G9YRX8,90.31
A0A7G9Z6H8,90.0
A0A7C3IXQ6,90.31
A0A0A7V246,90.75
A0A1H7KK53,85.56
A0A7C4BBP1,41.78
S4TBJ3,66.25
A0A7G9YZD5,90.25
A1X8F1,76.06
G1CTW7,72.75
A0A7C4NM37,79.5
A0A7C4H8M3,93.88
A0A0E3MFL2,95.88
C7S8V5,63.62
E4NU98,60.25
A0A7C2VDV3,95.62
A0A7C3EVJ0,89.38
A0A0U3FD61,59.28
A0A7G9YW55,85.44
A0A7G9Z2W6,59.41
A0A7G9YI89,83.69
A0A643JW78,77.81
A0A1B1TG16,77.75
A0A7C4H4G9,89.0
A0A7C5Z0C2,91.62
A0A0A7UYQ9,86.88
A0A7G9Z8D3,71.19
A6VK57,77.12
A0A811T5J7,87.69
E7QMU7,83.88
E7QSM5,74.81
A0A0Q0VS86,83.25
D3SZH9,92.5
Q5V405,82.5
Q5UZV4,94.0
A0A0E3MCY1,86.19
B1GTB7,98.31
A0A0E3GWW7,96.06
A0A371QV64,86.19
A0A0C5B484,69.88
A0A1V0NB27,78.06
A0A0F2LQY9,95.38
A0A371QXB2,83.5
A0A0Q2M5Y9,71.44
D3T079,88.75
A0A482T680,96.69
A0A830FS11,76.19
M0J5W6,90.75
A0A6C0UY40,94.75
A7VMK9,75.44
A6VF90,88.62
Q64EH7,94.56
Q64D74,44.84
D3SX85,95.31
D3SSF3,92.44
B0KXB9,96.88
F7PIZ4,55.56
A0A7G9YWB3,95.0
A1YZ79,84.19
A1ILW0,65.94
W8CQ05,93.31
A0A285G3R4,92.06
A0A285GEU2,72.75
L7V181,74.94
A0A7G9Y803,86.94
Q9UX36,94.31
L7WMK1,95.19
A0A1W6ALP2,97.25
A0A7G9YYW3,78.31
A0A7G9Z8Z3,89.81
A0A7G9Z1Q7,40.34
B2YI69,91.19
A0A024BU51,66.69
A0A497F038,94.62
A0A0U3GT29,65.88
A0A7H1KNL3,93.69
A1XVU7,91.31
A0A285FC77,90.19
D3SXL7,87.94
A0A7G9ZBU4,89.62
A0A7G9Z2C1,62.44
A0A0A0VBD2,97.88
L7Z8C7,76.19
A0A650CK29,50.97
A7BK59,96.62
D0EGZ4,66.94
A0A7G9YM56,90.88
A0A0Q2S6T9,88.81
A0A0Q2MQR4,86.38
G4WLJ7,97.19
A0A075G772,80.31
A0A075FK74,70.69
A0A0X3BM64,65.56
A0A075H0S1,91.12
A0A075HB35,82.75
A0A075FN84,93.81
A0A075IF25,76.94
Q5UXX1,82.88
G4WGQ4,74.56
A0A0F2LQ00,72.69
A0A075HNY1,82.12
A0A075GLA1,78.31
Q1HD57,74.19
D0KNV3,83.44
A0A0X3BNA9,91.12
A0A124G655,91.25
Q46BS4,96.12
A0A075HB95,87.31
A0A075HJQ0,76.75
A0A075I4T9,88.5
A0A075GUW4,95.38
A0A832ZAV6,87.44
E7QZ75,56.0
A0A075GZH5,91.56
A0A075H9F7,96.44
A0A075I315,87.75
A0A075GQD0,91.62
A0A075GTX5,57.53
A0A075HZN2,59.5
A0A075GE33,85.62
U6A2G9,73.0
A0A0E3MFB6,90.0
A0A075GPK1,69.94
A0A075H1Y5,95.0
A0A075GJG9,94.94
A0A075I2M3,90.06
A0A075GIX1,94.69
A0A5Q2WUG5,74.94
Q46BB2,83.75
A0A075GHB5,70.62
A0A075FQ74,86.75
A0A088E1Q6,97.12
E7QZ78,52.5
E7QYG5,85.38
G4XT14,76.25
A0A075GZT5,93.5
A0A075HFY7,89.56
A0A075G1W2,96.5
Q46B29,92.25
A0A075HHG4,84.62
A0A075GB12,92.5
A0A075GT40,89.69
A0A075G5T6,80.69
A0A075I3M6,49.75
A0A075I680,75.25
A0A075ICM0,91.25
A0A832ZAA0,92.25
Q5V516,94.12
U6A0U3,70.88
A0A075G992,82.19
A0A075GNF7,89.56
F1CLZ7,78.06
T1WGZ2,98.12
Q469T2,78.25
Q467R9,92.94
A0A075HKR1,93.44
A0A075FN21,85.94
A0A0K0MSI6,71.0
Q5V441,95.0
E7QTB0,68.5
A0A0E3QKM9,96.38
E7QQM0,94.56
A0A075H428,90.19
A0A075IC60,62.06
A0A075GTA5,87.5
A0A101DYX5,92.5
A0A075GVB9,88.94
A0A075IB89,88.31
A0A075ICU3,94.81
A0A088E4D7,92.56
A0A0H5AVZ6,90.31
A0A1B1TAR3,95.25
A0A0F7P905,96.5
A0A345DZQ3,86.44
A0A345EFS2,85.19
A0A7G9Y8G7,93.5
A0A5N5UIG4,87.12
B6S3F1,75.56
I3RA17,49.41
A0A7G9YWV2,89.25
A0A7G9Y5U1,91.62
T1YWY7,79.44
A0A371R6J4,91.44
A0A7H1KP56,76.25
I3Y1J0,97.88
A0A7G9YWK7,84.44
M9WQ32,63.38
M9QUX1,91.81
A0A0F7PB60,83.5
I3RBD1,87.12
I3R434,96.12
I3R3L6,92.81
A0A5N5UHE3,96.5
A0A1H6A086,95.62
I3R3R8,86.88
D6PBJ9,79.81
A0A1B1T8T5,96.12
A0A5N5U6L5,92.62
A0A1V0NBK0,77.38
A0A0U3GJI7,81.31
A0A7G9YV00,95.31
A0A088E592,92.88
A0A7J3M3K2,85.31
A0A170ST81,87.94
A0A1N7ED09,69.5
A0A1L5YK38,98.44
A0A0Q2XKU7,87.69
A0A7J3THC0,94.0
A0A1L3Q4I0,90.19
A9Q6E6,79.75
L0AFW6,87.69
A0A7J9S677,82.12
A0A7J9P8K8,90.38
A0A1I0FU67,94.0
A0A1I0IK56,84.31
A0A7J2TLI6,93.38
A0A285FZ82,85.94
L0JR20,83.06
A0A7J3UYG2,83.31
A0A6C0UVI5,49.62
L7Z8Y5,67.19
A0A7J2TB51,79.31
A0A7J3YTG0,96.81
A0A7J2TGN3,93.25
A0A1N7F5U2,85.0
A0A7J3X932,81.75
A0A7J3Z8X2,96.94
A0A7J2TI90,94.38
A0A7J2TLH9,94.75
L0JK75,96.25
A0A7J9PCN2,77.12
A0A7J4KX77,92.81
A0A7J4KZ61,40.38
A0A1I6Z2U2,92.06
A0A7J3M3Q3,91.81
A0A1L3Q1M0,75.5
A0A1L4AAP1,97.31
A0A1N7DMQ2,94.81
A0A7J4JMH9,95.12
A0A1G6K5A8,90.12
A0A7J3I9V9,94.94
A0A7J3VS46,89.69
A0A5B9D792,88.44
E6NA72,85.5
A0A075HTY5,92.38
A0A643K0P0,96.62
A0A643JUD3,84.12
A0A2L1CBG8,96.88
A0A077YZ81,63.09
A0A075I3R7,70.62
A0A075G0D1,74.69
A0A075HF55,92.12
A0A075I2H6,75.94
Q467S6,85.0
A0A075I708,96.25
A0A650CYD4,98.0
Q46AF0,85.81
A0A075I5N9,91.0
A0A075GVY3,95.0
A0A314ZYW2,96.19
A0A1H7JE67,88.31
A0A643JUW3,86.62
Q46D46,68.88
A0A075G3L2,71.0
A0A075GQQ7,88.5
A0A075I681,94.94
A0A075GFK7,83.81
A0A0A7V5J7,93.31
A0A075FTS0,65.44
A0A075GQ57,87.31
A0A075G322,88.5
L0JEN5,94.12
L0AFS1,88.19
I3R3S6,97.19
A0A7G9YTT1,94.75
B3TCK0,94.5
A0A0G2RFZ9,97.62
A0PCD0,93.88
D6PC30,70.31
A0A650CT08,92.69
A0A650CUF2,80.44
A0A643K6V9,90.06
L0JFE0,89.19
A0A2G9LK75,46.62
A0A7G9Z1K5,76.88
A0A7G9Y8R7,76.69
A1XWH7,73.81
A0A830FUT1,92.12
D8J9L9,80.94
A0A832AB48,94.31
A0A0F2LND8,68.62
A0A7G9YTW1,89.12
C8CK60,65.62
A0A650CSG7,83.88
A0A7G9YE97,74.38
Q6SCI9,92.75
L0AKK1,88.0
I3R4X7,90.44
A0A0U2NAY9,92.62
B3T8B5,88.0
A0A0F7P9W1,89.31
E4NSJ9,95.62
A0A7C1I5K4,88.38
A0A2L1C9D3,69.88
D0KPQ5,44.62
V5TB42,97.81
A0A0F7PBR9,72.06
A0A4D6HJ24,85.44
A0A7C4I3Q5,87.81
A0A7J3JPJ1,83.31
A0A7J2TJJ9,97.5
A0A090I6Q0,86.56
Q46F12,95.19
D3T1A4,86.19
D3SQY5,92.88
A0A023UKL6,97.88
A0A101IKE2,95.81
E4NP04,87.56
A0A7C1E8S3,87.12
A0A7C5XKV9,86.5
A0A7C2SES9,97.38
A0A7C5L8R7,90.81
A0A1G6L5P3,95.31
A0A1D8S3Q6,92.25
A0A7J2U4B0,91.75
A0A7J3MZM6,92.56
D0KRN2,93.38
A0A0X8XH12,97.12
A0A7C1GJN3,89.56
A0A7C2SN84,94.5
A0A7C3F516,93.75
A0A7J3SLY1,91.44
A0A7J3JNW6,96.31
A7Y3V7,98.31
A0A101DY44,92.69
A0A117MCM6,93.88
A0A101ILJ8,97.19
F1A8V5,94.19
A0A7C1E171,87.31
A0A7C2ZPL0,92.69
A0A7J3SMJ5,80.75
A0A7J3SNA8,89.31
A0A7J2TLM7,89.69
A0A088E315,95.44
A0A090I474,94.0
A0A2L1C8X1,39.12
D3SQM0,93.62
A0A497ESI2,88.31
A0A558FXK7,89.62
A0A7C4W3A5,87.06
A0A7C4FFV7,91.31
A0A7C5XK54,79.69
A0A7C3J1Y8,90.06
A0A1I0DKG0,85.56
A0A7J3ZKE3,90.12
A0A7J3IA31,87.5
D0KNH4,95.5
A0A558GEL9,85.62
